name,crunchlink,category,country,state,city,round,date,year,money,
Internet Pawn,/organization/internet-pawn,Finance,USA,CO,Centennial,A,2010-05-05,2010,"1,500,000"
Internet Pawn,/organization/internet-pawn,Finance,USA,CO,Centennial,venture,2011-03-03,2011,"2,022,461"
Internet Pawn,/organization/internet-pawn,Finance,USA,CO,Centennial,venture,2011-12-01,2011,"3,050,001"
Internet Pawn,/organization/internet-pawn,Finance,USA,CO,Centennial,venture,2012-11-06,2012,"382,273"
Internet REIT,/organization/internet-reit,Web Hosting,USA,TX,Houston,A,2006-05-19,2006,"20,000,000"
Internet REIT,/organization/internet-reit,Web Hosting,USA,TX,Houston,B,2007-03-06,2007,"38,000,000"
Interplay Entertainment,/organization/interplay-entertainment,Games,USA,CA,Beverly Hills,venture,2010-03-17,2010,"980,000"
Interrad Medical,/organization/interrad-medical,Health Care,USA,MN,Plymouth,venture,2010-06-29,2010,"1,900,000"
Interrad Medical,/organization/interrad-medical,Health Care,USA,MN,Plymouth,C,2011-10-04,2011,"10,000,000"
Interrad Medical,/organization/interrad-medical,Health Care,USA,MN,Plymouth,D,2012-11-08,2012,"1,500,000"
Interrad Medical,/organization/interrad-medical,Health Care,USA,MN,Plymouth,E,2014-12-01,2014,"7,500,000"
Intersect ENT,/organization/intersect,Health Care,USA,CA,Menlo Park,venture,2010-10-28,2010,"31,018,585"
Intersect ENT,/organization/intersect,Health Care,USA,CA,Menlo Park,D,2013-02-25,2013,"30,000,000"
Intersect ENT,/organization/intersect,Health Care,USA,CA,Menlo Park,venture,2013-02-26,2013,"18,309,546"
Intersection Technologies,/organization/intersection-technologies,Automotive,USA,CA,San Pedro,venture,2012-09-04,2012,"761,940"
Intersection Technologies,/organization/intersection-technologies,Automotive,USA,CA,San Pedro,venture,2013-06-19,2013,"407,685"
Interstate Data USA,/organization/interstate-data-usa,Hospitality,USA,TX,Houston,venture,2008-10-15,2008,"1,075,000"
Intertainment Media,/organization/intertainment-media,Venture Capital,CAN,ON,Toronto,venture,2011-02-17,2011,"193,420"
Intertainment Media,/organization/intertainment-media,Venture Capital,CAN,ON,Toronto,venture,2011-05-27,2011,"871,062"
InterValve,/organization/intervalve,Biotechnology,USA,MN,Minnetonka,venture,2012-02-09,2012,"5,986,763"
InterValve,/organization/intervalve,Biotechnology,USA,MN,Minnetonka,venture,2013-07-10,2013,"2,572,292"
InterValve,/organization/intervalve,Biotechnology,USA,MN,Minnetonka,venture,2014-08-19,2014,"2,571,887"
IntervalZero,/organization/intervalzero,Software,USA,MA,Waltham,venture,2005-02-08,2005,"10,000,000"
Intervention Insights,/organization/intervention-insights,Health Care,USA,MI,Grand Rapids,B,2011-07-18,2011,"7,200,000"
Intervention Insights,/organization/intervention-insights,Health Care,USA,MI,Grand Rapids,B,2014-07-09,2014,"3,500,000"
Interview Rocket,/organization/interview-rocket,Curated Web,CAN,NS,Halifax,seed,2013-02-07,2013,"250,000"
InterviewJet,/organization/interviewjet,Recruiting,USA,NY,New York,seed,2015-02-12,2015,"750,000"
Interviewstreet,/organization/interviewstreet,Curated Web,USA,CA,Mountain View,seed,2011-05-13,2011,"200,000"
Intervolve,/organization/intervolve,Software,USA,NC,Raleigh,C,2006-04-25,2006,"2,000,000"
Intervolve,/organization/intervolve,Software,USA,NC,Raleigh,venture,2011-02-25,2011,"5,981,405"
Interwise,/organization/interwise,Software,USA,MA,Cambridge,venture,2006-08-08,2006,"9,000,000"
Intigua,/organization/intigua,Enterprise Software,USA,MA,Newton,A,2013-01-17,2013,"8,600,000"
Intigua,/organization/intigua,Enterprise Software,USA,MA,Newton,B,2014-07-24,2014,"21,000,000"
Intimate Bridge 2 Conception,/organization/intimate-bridge-2-conception,Manufacturing,USA,PA,Pittsburgh,venture,2010-11-02,2010,"475,000"
Intimate Bridge 2 Conception,/organization/intimate-bridge-2-conception,Manufacturing,USA,PA,Pittsburgh,A,2011-12-22,2011,"4,300,000"
Intio,/organization/intio,Software,USA,CO,Broomfield,B,2010-10-14,2010,"8,100,000"
Intio,/organization/intio,Software,USA,CO,Broomfield,venture,2012-07-07,2012,"750,000"
Intivix,/organization/intivix,Networking,USA,CA,San Francisco,venture,2010-01-05,2010,"200,000"
Into The Gloss,/organization/into-the-gloss,Fashion,USA,NY,New York,seed,2013-09-20,2013,"2,000,000"
InTouch Technologies,/organization/intouch-technologies,Health Care,USA,CA,Santa Barbara,C,2005-09-01,2005,"12,100,000"
InTouch Technologies,/organization/intouch-technologies,Health Care,USA,CA,Santa Barbara,venture,2012-02-02,2012,"6,000,000"
InTouch Technologies,/organization/intouch-technologies,Health Care,USA,CA,Santa Barbara,venture,2012-01-31,2012,"6,000,000"
InTouch Technology,/organization/intouch-technology,Software,CAN,BC,Vancouver,venture,2011-11-14,2011,"300,000"
InTown,/organization/intown,Local Businesses,USA,SC,Charleston,seed,2012-03-26,2012,"266,666"
Intradiem,/organization/intradiem,Software,USA,GA,Alpharetta,seed,2013-05-16,2013,"1,000,000"
Intradiem,/organization/intradiem,Software,USA,GA,Alpharetta,venture,2015-01-21,2015,"3,000,000"
Intradigm Corporation,/organization/intradigm-corporation,Biotechnology,USA,CA,Palo Alto,A,2006-11-21,2006,"16,000,000"
Intradigm Corporation,/organization/intradigm-corporation,Biotechnology,USA,CA,Palo Alto,B,2009-01-07,2009,"21,400,000"
Intralink-Spine,/organization/intralink-spine,Medical Devices,USA,KY,Lexington,venture,2014-12-08,2014,"325,000"
Intransa,/organization/intransa,Internet,USA,CA,San Jose,venture,1999-04-21,1999,"3,100,048"
Intransa,/organization/intransa,Internet,USA,CA,San Jose,venture,2007-04-03,2007,"2,700,000"
Intransa,/organization/intransa,Internet,USA,CA,San Jose,venture,2008-10-21,2008,"15,000,000"
Intransa,/organization/intransa,Internet,USA,CA,San Jose,venture,2009-11-12,2009,"1,500,000"
Intransa,/organization/intransa,Internet,USA,CA,San Jose,venture,2010-08-24,2010,"4,478,167"
Intransa,/organization/intransa,Internet,USA,CA,San Jose,venture,2010-06-03,2010,"1,900,000"
Intransa,/organization/intransa,Internet,USA,CA,San Jose,E,2012-06-15,2012,"7,655,639"
IntraOp Medical,/organization/intraop,Health Care,USA,CA,Sunnyvale,venture,2007-01-01,2007,"1,200,000"
IntraOp Medical,/organization/intraop,Health Care,USA,CA,Sunnyvale,venture,2008-02-01,2008,"2,400,000"
Intrapace,/organization/intrapace,Biotechnology,USA,CA,San Jose,venture,2011-04-26,2011,"116,910,054"
Intrapace,/organization/intrapace,Biotechnology,USA,CA,San Jose,venture,2012-04-09,2012,"2,250,000"
Intrapace,/organization/intrapace,Biotechnology,USA,CA,San Jose,venture,2012-09-04,2012,"6,201,511"
Intrapace,/organization/intrapace,Biotechnology,USA,CA,San Jose,venture,2013-08-26,2013,"3,337,222"
INTREorg SYSTEMS,/organization/intreorg-systems,Consulting,USA,TX,Southlake,venture,2012-11-27,2012,"250,000"
Intrepid Bioinformatics,/organization/intrepid-bioinformatics,Biotechnology,USA,KY,Louisville,venture,2010-04-27,2010,"550,000"
Intrexon Corporation,/organization/intrexon-corporation,Biotechnology,USA,VA,Blacksburg,B,2005-05-17,2005,"500,000"
Intrexon Corporation,/organization/intrexon-corporation,Biotechnology,USA,VA,Blacksburg,venture,2006-03-01,2006,"1,000,000"
Intrexon Corporation,/organization/intrexon-corporation,Biotechnology,USA,VA,Blacksburg,C,2007-05-16,2007,"25,000,000"
Intrexon Corporation,/organization/intrexon-corporation,Biotechnology,USA,VA,Blacksburg,C,2009-07-07,2009,"10,000,000"
Intrexon Corporation,/organization/intrexon-corporation,Biotechnology,USA,VA,Blacksburg,E,2011-05-31,2011,"100,000,000"
Intrexon Corporation,/organization/intrexon-corporation,Biotechnology,USA,VA,Blacksburg,F,2013-05-02,2013,"150,000,000"
Intrinio,/organization/tribunat,Finance,USA,FL,Saint Petersburg,seed,2014-06-01,2014,"100,000"
Intrinsic Medical Imaging,/organization/intrinsic-medical-imaging,Biotechnology,USA,MI,Bloomfield Hills,venture,2012-01-25,2012,"3,050,000"
Intrinsic Medical Imaging,/organization/intrinsic-medical-imaging,Biotechnology,USA,MI,Bloomfield Hills,venture,2012-03-21,2012,"585,000"
Intrinsic Medical Imaging,/organization/intrinsic-medical-imaging,Biotechnology,USA,MI,Bloomfield Hills,venture,2014-02-20,2014,"100,000"
Intrinsic Therapeutics,/organization/intrinsic-therapeutics,Health Care,USA,MA,Woburn,venture,2010-02-26,2010,"18,000,251"
Intrinsic Therapeutics,/organization/intrinsic-therapeutics,Health Care,USA,MA,Woburn,venture,2012-11-09,2012,"11,600,000"
Intrinsic Therapeutics,/organization/intrinsic-therapeutics,Health Care,USA,MA,Woburn,venture,2014-09-18,2014,"17,256,239"
Intrinsiq Materials,/organization/intrinsiq-materials,Manufacturing,USA,NY,Rochester,seed,2013-09-23,2013,"4,100,000"
Intrinsity,/organization/intrinsity,Semiconductors,USA,TX,Austin,venture,2010-02-12,2010,"4,000,000"
Introhive,/organization/introhive,Sales and Marketing,USA,DC,Washington,A,2012-12-01,2012,"1,800,000"
Introhive,/organization/introhive,Sales and Marketing,USA,DC,Washington,B,2013-06-26,2013,"1,500,000"
Introhive,/organization/introhive,Sales and Marketing,USA,DC,Washington,venture,2015-01-09,2015,"6,700,000"
IntroMaps,/organization/intromaps,Software,USA,CA,San Mateo,seed,2014-03-31,2014,"180,000"
IntroNet,/organization/intronet,Social Media,USA,NY,Albany,seed,2013-08-01,2013,"250,000"
introNetworks,/organization/intronetworks,Social Media,USA,CA,Santa Barbara,A,2007-05-01,2007,"2,700,000"
Intronis,/organization/intronis,Storage,USA,MA,Boston,A,2007-10-01,2007,"5,000,000"
Intronis,/organization/intronis,Storage,USA,MA,Boston,A,2007-10-10,2007,"5,000,000"
Intronis,/organization/intronis,Storage,USA,MA,Boston,venture,2012-07-05,2012,"3,900,000"
Intronis,/organization/intronis,Storage,USA,MA,Boston,venture,2012-11-08,2012,"12,000,000"
Intrusic,/organization/intrusic,Software,USA,MA,Burlington,A,2005-04-25,2005,"8,000,000"
Intrusic,/organization/intrusic,Software,USA,MA,Burlington,B,2006-10-30,2006,"8,000,000"
Intuit,/organization/intuit,Software,USA,CA,Mountain View,venture,2011-01-19,2011,"6,700,000"
Intuitive Biosciences,/organization/intuitive-biosciences,Biotechnology,USA,WI,Fitchburg,venture,2013-04-12,2013,"572,726"
Intuitive Web Solutions,/organization/intuitive-web-solutions,Software,USA,MO,Springfield,venture,2011-07-13,2011,"600,000"
Intuitive Web Solutions,/organization/intuitive-web-solutions,Software,USA,MO,Springfield,venture,2013-04-04,2013,"1,000,000"
Intuity Medical,/organization/intuity-medical,Health Care,USA,CA,Sunnyvale,D,2010-01-05,2010,"64,000,000"
Intuity Medical,/organization/intuity-medical,Health Care,USA,CA,Sunnyvale,venture,2011-02-28,2011,"20,000,000"
Intuity Medical,/organization/intuity-medical,Health Care,USA,CA,Sunnyvale,D,2011-08-01,2011,"12,000,000"
Intuity Medical,/organization/intuity-medical,Health Care,USA,CA,Sunnyvale,E,2012-11-15,2012,"539,999"
Intuity Medical,/organization/intuity-medical,Health Care,USA,CA,Sunnyvale,venture,2012-08-09,2012,"12,000,001"
Intuity Medical,/organization/intuity-medical,Health Care,USA,CA,Sunnyvale,venture,2014-04-02,2014,"3,362,772"
Intuity Medical,/organization/intuity-medical,Health Care,USA,CA,Sunnyvale,F,2014-01-30,2014,"5,500,004"
InTuun Systems,/organization/intuun-systems,Health and Wellness,USA,NV,Reno,venture,2011-11-09,2011,"750,015"
Inuvo,/organization/inuvo,Advertising,USA,FL,Clearwater,venture,2010-01-19,2010,"4,200,000"
Invaluable,/organization/invaluable,Curated Web,USA,MA,Allston,venture,2009-12-09,2009,"13,000,000"
Invaluable,/organization/invaluable,Curated Web,USA,MA,Allston,D,2014-06-03,2014,"33,750,000"
Invarium,/organization/invarium,Semiconductors,USA,CA,San Jose,B,2006-01-19,2006,"6,000,000"
InVasc Therapeutics,/organization/invasc-therapeutics,Biotechnology,USA,GA,Tucker,A,2010-10-08,2010,"3,100,000"
invendo medical,/organization/invendo-medical,Manufacturing,USA,NY,Garden City,venture,2014-03-20,2014,"28,000,000"
Invenergy,/organization/invenergy,Clean Technology,USA,IL,Chicago,venture,2009-01-21,2009,"250,000,000"
Invenergy,/organization/invenergy,Clean Technology,USA,IL,Chicago,venture,2009-02-01,2009,"30,000,000"
Invenergy,/organization/invenergy,Clean Technology,USA,IL,Chicago,venture,2010-01-29,2010,"179,000,000"
Inveni,/organization/inveni,Curated Web,USA,MN,Minnetonka,seed,2011-02-10,2011,"483,333"
InvenQuery,/organization/invenquery,E-Commerce,USA,KS,Prairie Village,angel,2011-05-31,2011,"200,000"
InvenQuery,/organization/invenquery,E-Commerce,USA,KS,Prairie Village,angel,2011-12-31,2011,"100,000"
InvenQuery,/organization/invenquery,E-Commerce,USA,KS,Prairie Village,angel,2011-02-28,2011,"150,000"
InvenQuery,/organization/invenquery,E-Commerce,USA,KS,Prairie Village,A,2012-09-29,2012,"650,000"
Invenra,/organization/invenra,Biotechnology,USA,WI,Madison,venture,2013-02-20,2013,"3,000,000"
Invenra,/organization/invenra,Biotechnology,USA,WI,Madison,venture,2015-01-28,2015,"2,017,640"
InvenSense,/organization/invensense,Semiconductors,USA,CA,San Jose,A,2004-01-01,2004,"8,000,000"
InvenSense,/organization/invensense,Semiconductors,USA,CA,San Jose,B,2007-01-01,2007,"11,000,000"
InvenSense,/organization/invensense,Semiconductors,USA,CA,San Jose,C,2008-04-28,2008,"19,000,000"
Inventables,/organization/inventables,E-Commerce,USA,IL,Chicago,A,2010-01-27,2010,"2,000,000"
Inventables,/organization/inventables,E-Commerce,USA,IL,Chicago,B,2013-06-16,2013,"3,000,000"
InVenture,/organization/inventure,Mobile Commerce,USA,CA,Santa Monica,seed,2013-08-29,2013,"1,200,000"
Inventure Chemicals,/organization/inventure-chemicals,Clean Technology,USA,WA,Gig Harbor,A,2007-08-20,2007,"2,000,000"
Inventure Chemicals,/organization/inventure-chemicals,Clean Technology,USA,WA,Gig Harbor,venture,2012-05-02,2012,"5,000,000"
Inventure Enterprises,/organization/inventure-enterprises,Consulting,USA,MI,East Lansing,venture,2010-12-20,2010,"245,000"
Inversiones.com,/organization/inversiones-com,Finance,USA,FL,Aventura,seed,2011-11-03,2011,"400,000"
Inveshare,/organization/inveshare,Finance,USA,GA,Atlanta,B,2008-12-10,2008,"10,000,000"
Inveshare,/organization/inveshare,Finance,USA,GA,Atlanta,venture,2010-07-07,2010,"6,504,889"
InvestCloud,/organization/investcloud,Software,USA,NY,New York,venture,2010-08-29,2010,"480,000"
Invested.in,/organization/invested-in,Curated Web,USA,CA,Santa Monica,seed,2012-11-01,2012,"830,000"
Invested.in,/organization/invested-in,Curated Web,USA,CA,Santa Monica,A,2012-01-19,2012,"880,000"
InvestiQuant,/organization/master-the-gap,Trading,USA,NC,Morrisville,seed,2014-04-22,2014,"725,000"
InvestiQuant,/organization/master-the-gap,Trading,USA,NC,Morrisville,venture,2015-02-10,2015,"1,500,000"
Investor's Circle,/organization/investors-circle,Venture Capital,USA,CA,San Francisco,venture,2014-05-29,2014,"3,100,000"
Investview,/organization/investview,Investment Management,USA,NJ,Red Bank,venture,2013-08-08,2013,"150,000"
Investview,/organization/investview,Investment Management,USA,NJ,Red Bank,venture,2014-06-15,2014,"500,000"
InvestX Capital,/organization/investx-capital,Finance,CAN,BC,,seed,2014-12-01,2014,"5,200,000"
invi,/organization/invi,Android,USA,CA,Palo Alto,seed,2012-11-14,2012,"750,000"
invi,/organization/invi,Android,USA,CA,Palo Alto,seed,2013-06-25,2013,"2,250,000"
Invicta Networks,/organization/invicta-networks,Public Relations,USA,VA,Vienna,venture,2005-08-09,2005,"200,000"
Invictus Marketing,/organization/invictus-marketing,SEO,USA,CA,Napa,seed,2008-01-01,2008,"301,000"
Invictus Medical,/organization/invictus-medical,Biotechnology,USA,TX,San Antonio,A,2014-12-16,2014,"3,800,000"
INVIDI Technologies,/organization/invidi-technologies,Software,USA,NJ,Princeton,B,2005-03-14,2005,"20,250,000"
INVIDI Technologies,/organization/invidi-technologies,Software,USA,NJ,Princeton,C,2007-12-13,2007,"25,000,000"
INVIDI Technologies,/organization/invidi-technologies,Software,USA,NJ,Princeton,D,2010-05-05,2010,"23,000,000"
INVIDI Technologies,/organization/invidi-technologies,Software,USA,NJ,Princeton,venture,2010-10-05,2010,"3,000,000"
INVIDI Technologies,/organization/invidi-technologies,Software,USA,NJ,Princeton,D,2011-04-14,2011,"49,000,000"
InView Technology,/organization/inview-technology,Hardware + Software,USA,TX,Austin,venture,2010-12-02,2010,"286,426"
InView Technology,/organization/inview-technology,Hardware + Software,USA,TX,Austin,venture,2012-04-06,2012,"249,999"
Invincea,/organization/invincea,Software,USA,VA,Fairfax,A,2009-03-01,2009,"7,300,000"
Invincea,/organization/invincea,Software,USA,VA,Fairfax,B,2012-12-03,2012,"14,100,000"
Invincea,/organization/invincea,Software,USA,VA,Fairfax,C,2013-12-16,2013,"16,000,000"
invino,/organization/invino,Flash Sales,USA,CA,San Francisco,seed,2011-09-01,2011,"150,000"
invino,/organization/invino,Flash Sales,USA,CA,San Francisco,A,2013-06-25,2013,"3,000,000"
Inviragen,/organization/inviragen,Biotechnology,USA,CO,Fort Collins,A,2009-10-06,2009,"15,000,000"
InVisage Technologies,/organization/invisage-technologies,Semiconductors,USA,CA,Menlo Park,D,2013-02-13,2013,"27,500,000"
InVisage Technologies,/organization/invisage-technologies,Semiconductors,USA,CA,Menlo Park,E,2014-04-22,2014,"18,000,000"
InVisage Technologies,/organization/invisage-technologies,Semiconductors,USA,CA,Menlo Park,F,2014-12-16,2014,"32,500,000"
